accuracy,loss
1.0,0.0026690189260989428
1.0,0.002586041809991002
1.0,0.002510238206014037
1.0,0.0024287544656544924
1.0,0.002355460077524185
1.0,0.002289754105731845
1.0,0.0022199535742402077
1.0,0.002149139530956745
1.0,0.002090110443532467
1.0,0.0020279514137655497
1.0,0.00197753868997097
1.0,0.001913824467919767
1.0,0.001865361351519823
1.0,0.0018136522267013788
1.0,0.0017666100757196546
1.0,0.0017154784873127937
1.0,0.0016766326734796166
1.0,0.0016278643161058426
1.0,0.0015870854258537292
1.0,0.0015464560128748417
1.0,0.001507358974777162
1.0,0.0014718022430315614
1.0,0.00142410839907825
1.0,0.001382563030347228
1.0,0.0013424311764538288
1.0,0.0013021905906498432
1.0,0.0012678488856181502
1.0,0.0012323176488280296
1.0,0.0011988332262262702
1.0,0.0011674911947920918
1.0,0.0011391228763386607
1.0,0.0011182145681232214
1.0,0.0010834186105057597
1.0,0.0010649515315890312
1.0,0.0010311997029930353
1.0,0.0010109327267855406
1.0,0.000986347091384232
1.0,0.0009687240817584097
1.0,0.000940308382268995
1.0,0.0009210857679136097
1.0,0.0009002314181998372
1.0,0.0008839101647026837
1.0,0.0008596780244261026
1.0,0.0008421860402449965
1.0,0.0008241888135671616
1.0,0.0008099316037259996
1.0,0.0007890483248047531
1.0,0.00077181460801512
1.0,0.0007580806268379092
1.0,0.0007413463317789137
1.0,0.0007262197323143482
1.0,0.0007120834779925644
1.0,0.0006991244154050946
1.0,0.0006825042655691504
1.0,0.0006690786103717983
1.0,0.0006560918409377337
1.0,0.0006433650851249695
1.0,0.0006312663317658007
1.0,0.0006183396908454597
1.0,0.0006064994377084076
1.0,0.0005954557564109564
1.0,0.0005853475886397064
1.0,0.0005729745025746524
1.0,0.0005623394972644746
1.0,0.0005517418030649424
1.0,0.0005411764141172171
1.0,0.0005310627166181803
1.0,0.0005219427985139191
1.0,0.0005126503529027104
1.0,0.0005031446344219148
1.0,0.000494139501824975
1.0,0.00048448197776451707
1.0,0.00047692423686385155
1.0,0.0004683658480644226
1.0,0.0004598327213898301
1.0,0.00045179275912232697
1.0,0.00044425964006222785
1.0,0.00043645480764098465
1.0,0.0004287055926397443
1.0,0.00042103996383957565
1.0,0.00041442125802859664
1.0,0.0004081913211848587
1.0,0.00040015633567236364
1.0,0.00039372232276946306
1.0,0.0003868836211040616
1.0,0.00038049696013331413
1.0,0.0003742277331184596
1.0,0.00036802561953663826
1.0,0.0003623389347922057
1.0,0.00035630131606012583
1.0,0.0003501790342852473
1.0,0.00034451214014552534
1.0,0.0003392892540432513
1.0,0.0003339799295645207
1.0,0.0003284383856225759
1.0,0.000323249027132988
1.0,0.0003181780921295285
1.0,0.000313252181513235
1.0,0.0003080494934692979
1.0,0.0003031636879313737
1.0,0.00029854971216991544
1.0,0.00029382246430031955
1.0,0.00028961215866729617
1.0,0.00028521602507680655
1.0,0.0002808065910357982
1.0,0.00027644415968097746
1.0,0.00027205480728298426
1.0,0.00026839994825422764
1.0,0.0002640043094288558
1.0,0.00026002537924796343
1.0,0.0002561855362728238
1.0,0.000252232828643173
1.0,0.0002486976736690849
1.0,0.0002448111481498927
1.0,0.00024138846492860466
1.0,0.00023786610108800232
1.0,0.00023456865164916962
1.0,0.00023086801229510456
1.0,0.00022738537518307567
1.0,0.0002243664494017139
1.0,0.00022106907272245735
1.0,0.00021802324044983834
1.0,0.00021467331680469215
1.0,0.00021150849352125078
1.0,0.00020865492115262896
1.0,0.00020572173525579274
1.0,0.00020296724687796086
1.0,0.00019976952171418816
1.0,0.000196935681742616
1.0,0.00019435348804108799
1.0,0.00019138713832944632
1.0,0.0001889837731141597
1.0,0.00018609021208249032
1.0,0.00018384573922958225
1.0,0.0001812037662602961
1.0,0.0001788398512871936
1.0,0.00017625116743147373
1.0,0.00017368202679790556
1.0,0.00017142425349447876
1.0,0.00016923918155953288
1.0,0.00016682887508068234
1.0,0.0001645843731239438
1.0,0.00016222054546233267
1.0,0.00016016795416362584
1.0,0.00015776435611769557
1.0,0.00015599642938468605
1.0,0.00015377163072116673
1.0,0.00015181158960331231
1.0,0.00014969943731557578
1.0,0.00014760039630346
1.0,0.00014583911979570985
1.0,0.0001435811718693003
1.0,0.0001420515909558162
1.0,0.00014008494326844811
1.0,0.00013835664140060544
1.0,0.00013639018288813531
1.0,0.00013457580644171685
1.0,0.00013292705989442766
1.0,0.00013103985111229122
1.0,0.0001294573157792911
1.0,0.00012780187535099685
1.0,0.00012621263158507645
1.0,0.0001244513550773263
1.0,0.0001229150511790067
1.0,0.00012127953232266009
1.0,0.00011969693878199905
1.0,0.00011822030501207337
1.0,0.00011675684800138697
1.0,0.00011528687173267826
1.0,0.00011371747677912936
1.0,0.00011239310697419569
1.0,0.00011097601964138448
1.0,0.00010963840031763539
1.0,0.00010811543324962258
1.0,0.00010669173207134008
1.0,0.00010553954780334607
1.0,0.00010402974294265732
1.0,0.00010293714149156585
1.0,0.00010144720727112144
1.0,0.00010034136357717216
1.0,9.908982610795647e-05
1.0,9.791107731871307e-05
1.0,9.654039604356512e-05
1.0,9.537491132505238e-05
1.0,9.416973625775427e-05
1.0,9.305060666520149e-05
1.0,9.193813457386568e-05
1.0,9.074616536963731e-05
1.0,8.97462377906777e-05
1.0,8.865363633958623e-05
1.0,8.756097668083385e-05
1.0,8.642200555186719e-05
1.0,8.53360106702894e-05
1.0,8.434272604063153e-05
1.0,8.32964142318815e-05
1.0,8.235609129769728e-05
1.0,8.124357555061579e-05
1.0,8.040919783525169e-05
1.0,7.932318840175867e-05
1.0,7.844905485399067e-05
1.0,7.741602166788653e-05
1.0,7.658827234990895e-05
1.0,7.57935777073726e-05
1.0,7.47340454836376e-05
1.0,7.377386646112427e-05
1.0,7.295933755813166e-05
1.0,7.211833144538105e-05
1.0,7.128392462618649e-05
1.0,7.035684393486008e-05
1.0,6.949595990590751e-05
1.0,6.87675055814907e-05
1.0,6.790001498302445e-05
1.0,6.715170457027853e-05
1.0,6.63173123029992e-05
1.0,6.554251740453765e-05
1.0,6.479422154370695e-05
1.0,6.403267616406083e-05
1.0,6.327773735392839e-05
1.0,6.251617742236704e-05
1.0,6.174137524794787e-05
1.0,6.111226684879512e-05
1.0,6.039705840521492e-05
1.0,5.966200478724204e-05
1.0,5.896666334592737e-05
1.0,5.8311063185101375e-05
1.0,5.7622342865215614e-05
1.0,5.695349318557419e-05
